fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2012,1,330,1228,0,9999,REIM/JURY DUTY & RECOVERIES,1.29,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,340,1228,0,9999,REIM/JURY DUTY & RECOVERIES,1669.81,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,350,1228,0,9999,REIM/JURY DUTY & RECOVERIES,3768.28,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,370,1228,0,9999,REIM/JURY DUTY & RECOVERIES,97.37,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,418,1228,0,9999,REIM/JURY DUTY & RECOVERIES,7679.43,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,422,1228,0,9999,REIM/JURY DUTY & RECOVERIES,256.1,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,426,1228,0,9999,REIM/JURY DUTY & RECOVERIES,4185.35,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,442,1228,0,9999,REIM/JURY DUTY & RECOVERIES,287.6,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,444,1228,0,9999,REIM/JURY DUTY & RECOVERIES,7265.53,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,509,1228,0,9999,REIM/JURY DUTY & RECOVERIES,411.76,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,517,1228,0,9999,REIM/JURY DUTY & RECOVERIES,20.55,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,532,1228,0,9999,REIM/JURY DUTY & RECOVERIES,36.07,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,537,1228,0,9999,REIM/JURY DUTY & RECOVERIES,451.56,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,541,1228,0,9999,REIM/JURY DUTY & RECOVERIES,36.33,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,542,1228,0,9999,REIM/JURY DUTY & RECOVERIES,434.26,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,546,1228,0,9999,REIM/JURY DUTY & RECOVERIES,51.6,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,548,1228,0,9999,REIM/JURY DUTY & RECOVERIES,16,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,580,1228,0,9999,REIM/JURY DUTY & RECOVERIES,217.04,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,586,1228,0,9999,REIM/JURY DUTY & RECOVERIES,293.8,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,1,591,1228,0,9999,REIM/JURY DUTY & RECOVERIES,128.83,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,11,350,1228,0,9999,REIM/JURY DUTY & RECOVERIES,0.32,rev IOC 13.08.02,NA,NA,NA,NA,11,11,0,NA,1,ROAD,B,Highway Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,22,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,93712.64,rev IOC 13.08.02,NA,NA,NA,NA,22,22,0,NA,1,GENERAL PROFESSIONS DEDICATED,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,39,422,1228,0,9999,REIM/JURY DUTY & RECOVERIES,55074.5,rev IOC 13.08.02,NA,NA,NA,NA,39,39,0,NA,1,STATE BOATING ACT,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,40,422,1228,0,9999,REIM/JURY DUTY & RECOVERIES,671.85,rev IOC 13.08.02,NA,NA,NA,NA,40,40,0,NA,1,STATE PARKS,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,41,422,1228,0,9999,REIM/JURY DUTY & RECOVERIES,1012.85,rev IOC 13.08.02,NA,NA,NA,NA,41,41,0,NA,1,WILDLIFE & FISH,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,47,592,1228,0,9999,REIM/JURY DUTY & RECOVERIES,1104.7,rev IOC 13.08.02,NA,NA,NA,NA,47,47,0,NA,1,FIRE PREVENTION,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,52,427,1228,0,9999,REIM/JURY DUTY & RECOVERIES,5893.81,rev IOC 13.08.02,NA,NA,NA,NA,52,52,0,NA,1,FEDERAL TITLE III SS & EMPLOY,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,57,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,11412.63,rev IOC 13.08.02,NA,NA,NA,NA,57,57,0,NA,1,IL STATE PHARMACY DISCIPLINARY,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,65,532,1228,0,9999,REIM/JURY DUTY & RECOVERIES,135,rev IOC 13.08.02,NA,NA,NA,NA,65,65,0,NA,1,U S ENVIRONMENTAL PROTECTION,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,67,588,1228,0,9999,REIM/JURY DUTY & RECOVERIES,11883.53,rev IOC 13.08.02,NA,NA,NA,NA,67,67,0,NA,1,RADIATION PROTECTION,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,72,532,1228,0,9999,REIM/JURY DUTY & RECOVERIES,221.2,rev IOC 13.08.02,NA,NA,NA,NA,72,72,0,NA,1,UNDERGROUND STORAGE TANK,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,78,420,1228,0,9999,REIM/JURY DUTY & RECOVERIES,33,rev IOC 13.08.02,NA,NA,NA,NA,78,78,0,NA,1,SOLID WASTE MANAGEMENT,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,81,444,1228,0,9999,REIM/JURY DUTY & RECOVERIES,1810.87,rev IOC 13.08.02,NA,NA,NA,NA,81,81,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,85,340,1228,0,9999,REIM/JURY DUTY & RECOVERIES,17.2,rev IOC 13.08.02,NA,NA,NA,NA,85,85,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,91,532,1228,0,9999,REIM/JURY DUTY & RECOVERIES,38.4,rev IOC 13.08.02,NA,NA,NA,NA,91,91,0,NA,1,CLEAN AIR ACT (CAA) PERMIT,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,93,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,38533.28,rev IOC 13.08.02,NA,NA,NA,NA,93,93,0,NA,1,IL STATE MEDICAL DISCIPLINARY,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,129,565,1228,0,9999,REIM/JURY DUTY & RECOVERIES,1998.92,rev IOC 13.08.02,NA,NA,NA,NA,129,129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,131,558,1228,0,9999,REIM/JURY DUTY & RECOVERIES,17.2,rev IOC 13.08.02,NA,NA,NA,NA,131,131,0,NA,1,COUNCIL ON DEV DISABILITIES,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,151,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,2960.5,rev IOC 13.08.02,NA,NA,NA,NA,151,151,0,NA,1,REG CPA ADMIN & DISCIPLINARY,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,195,370,1228,0,9999,REIM/JURY DUTY & RECOVERIES,16.6,rev IOC 13.08.02,NA,NA,NA,NA,195,195,0,NA,1,IPTIP ADMINISTRATIVE TR,I,State Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,218,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,65.6,rev IOC 13.08.02,NA,NA,NA,NA,218,218,0,NA,1,PROFESSIONS INDIRECT COST,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,244,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,269.6,rev IOC 13.08.02,NA,NA,NA,NA,244,244,0,NA,1,SAVINGS & RESID FINANCE REG,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,258,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,86771.39,rev IOC 13.08.02,NA,NA,NA,NA,258,258,0,NA,1,NURSING DEDICATED & PROFESSNL,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,259,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,2957.91,rev IOC 13.08.02,NA,NA,NA,NA,259,259,0,NA,1,OPTOMETRIC LICN & DISC BRD,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,270,532,1228,0,9999,REIM/JURY DUTY & RECOVERIES,46.2,rev IOC 13.08.02,NA,NA,NA,NA,270,270,0,NA,1,WATER REVOLVING,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,298,422,1228,0,9999,REIM/JURY DUTY & RECOVERIES,16,rev IOC 13.08.02,NA,NA,NA,NA,298,298,0,NA,1,NATURAL AREAS ACQUISITION,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,299,422,1228,0,9999,REIM/JURY DUTY & RECOVERIES,17.2,rev IOC 13.08.02,NA,NA,NA,NA,299,299,0,NA,1,OPEN SPACE LANDS ACQUIS&DEVEL,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,301,426,1228,0,9999,REIM/JURY DUTY & RECOVERIES,11987.3,rev IOC 13.08.02,NA,NA,NA,NA,301,301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,333,466,1228,0,9999,REIM/JURY DUTY & RECOVERIES,40,rev IOC 13.08.02,NA,NA,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,386,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,4776.82,rev IOC 13.08.02,NA,NA,NA,NA,386,386,0,NA,1,APPRAISAL ADMINISTRATION,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,495,444,1228,0,9999,REIM/JURY DUTY & RECOVERIES,777,rev IOC 13.08.02,NA,NA,NA,NA,495,495,0,NA,1,OLD AGE SURVIVORS INSURANCE,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,529,555,1228,0,9999,REIM/JURY DUTY & RECOVERIES,383.16,rev IOC 13.08.02,NA,NA,NA,NA,529,529,0,NA,0,IL STATE BOARD OF INVESTMENTS,I,State Trust Funds,0,0,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,538,541,1228,0,9999,REIM/JURY DUTY & RECOVERIES,18.6,rev IOC 13.08.02,NA,NA,NA,NA,538,538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,542,340,1228,0,9999,REIM/JURY DUTY & RECOVERIES,17406.74,rev IOC 13.08.02,NA,NA,NA,NA,542,542,0,NA,1,AG COURT ORDER & VOL COMPLY,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,549,340,1228,0,9999,REIM/JURY DUTY & RECOVERIES,71.87,rev IOC 13.08.02,NA,NA,NA,NA,549,549,0,NA,1,IL CHARITY BUREAU,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,600,340,1228,0,9999,REIM/JURY DUTY & RECOVERIES,7667.14,rev IOC 13.08.02,NA,NA,NA,NA,600,600,0,NA,1,ATTORNEY GENERAL WHISTLEBLOWER,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,632,579,1228,0,9999,REIM/JURY DUTY & RECOVERIES,127.84,rev IOC 13.08.02,NA,NA,NA,NA,632,632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,664,691,1228,0,9999,REIM/JURY DUTY & RECOVERIES,3821901.88,rev IOC 13.08.02,NA,NA,NA,NA,664,664,0,NA,1,STUDENT LOAN OPERATION,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,668,370,1228,0,9999,REIM/JURY DUTY & RECOVERIES,40018.18,rev IOC 13.08.02,NA,NA,NA,NA,668,668,0,NA,1,COLLEGE SAVINGS POOL ADMINISTR,I,State Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,731,532,1228,0,9999,REIM/JURY DUTY & RECOVERIES,50.8,rev IOC 13.08.02,NA,NA,NA,NA,731,731,0,NA,1,IL CLEAN WATER FUND,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,733,340,1228,0,9999,REIM/JURY DUTY & RECOVERIES,817.2,rev IOC 13.08.02,NA,NA,NA,NA,733,733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,737,420,1228,0,9999,REIM/JURY DUTY & RECOVERIES,17.2,rev IOC 13.08.02,NA,NA,NA,NA,737,737,0,NA,1,ENERGY ADMINISTRATION,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,746,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,430.64,rev IOC 13.08.02,NA,NA,NA,NA,746,746,0,NA,1,HOME INSPECTOR ADMINISTRATION,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,755,416,1228,0,9999,REIM/JURY DUTY & RECOVERIES,25.92,rev IOC 13.08.02,NA,NA,NA,NA,755,755,0,NA,0,STATE EMPLOYEES DEF COMP PLAN,I,State Trust Funds,0,0,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,776,541,1228,0,9999,REIM/JURY DUTY & RECOVERIES,117.93,rev IOC 13.08.02,NA,NA,NA,NA,776,776,0,NA,1,PRES LIBR & MUSEUM OPERATING,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,795,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,1196.1,rev IOC 13.08.02,NA,NA,NA,NA,795,795,0,NA,1,BANK & TRUST COMPANY,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,801,340,1228,0,9999,REIM/JURY DUTY & RECOVERIES,121.52,rev IOC 13.08.02,NA,NA,NA,NA,801,801,0,NA,1,AG STATE PROJ & CRT ORDER DIST,I,State Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,821,492,1228,0,9999,REIM/JURY DUTY & RECOVERIES,23254.5,rev IOC 13.08.02,NA,NA,NA,NA,821,821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,823,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,12332.13,rev IOC 13.08.02,NA,NA,NA,NA,823,823,0,NA,1,IL STATE DENTAL DISCIPLINARY,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,828,532,1228,0,9999,REIM/JURY DUTY & RECOVERIES,127,rev IOC 13.08.02,NA,NA,NA,NA,828,828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,850,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,26504.55,rev IOC 13.08.02,NA,NA,NA,NA,850,850,0,NA,1,REAL ESTATE LICENSE ADMIN,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,883,420,1228,0,9999,REIM/JURY DUTY & RECOVERIES,53.76,rev IOC 13.08.02,NA,NA,NA,NA,883,883,0,NA,1,INTRA-AGENCY SERVICES,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,888,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,4825.65,rev IOC 13.08.02,NA,NA,NA,NA,888,888,0,NA,1,DESIGN PROFESSIONAL ADMIN & IN,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,944,532,1228,0,9999,REIM/JURY DUTY & RECOVERIES,134.4,rev IOC 13.08.02,NA,NA,NA,NA,944,944,0,NA,1,ENVIRO PROTECT PERMIT & INSP,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,962,422,1228,0,9999,REIM/JURY D€ÿUTY & RECOVERIES,26.4,rev IOC 13.08.02,NA,NA,NA,NA,962,962,0,NA,1,PARK & CONSERVATION,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,963,532,1228,0,9999,REIM/JURY DUTY & RECOVERIES,295.4,rev IOC 13.08.02,NA,NA,NA,NA,963,963,0,NA,1,VEHICLE INSPECTION,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,980,497,1228,0,9999,REIM/JURY DUTY & RECOVERIES,410,rev IOC 13.08.02,NA,NA,NA,NA,980,980,0,NA,1,MANTENO VETERANS HOME,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,988,340,1228,0,9999,REIM/JURY DUTY & RECOVERIES,51.6,rev IOC 13.08.02,NA,NA,NA,NA,988,988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2012,991,422,1228,0,9999,REIM/JURY DUTY & RECOVERIES,15.8,rev IOC 13.08.02,NA,NA,NA,NA,991,991,0,NA,1,ABANDONED MINED LANDS RECLAM,G,Federal Trust Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,108,1228,0,9999,REIM/JURY DUTY & RECOVERIES,15,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,330,1228,0,9999,REIM/JURY DUTY & RECOVERIES,188.33,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,340,1228,0,9999,REIM/JURY DUTY & RECOVERIES,1013.56,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,350,1228,0,9999,REIM/JURY DUTY & RECOVERIES,11088.72,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,370,1228,0,9999,REIM/JURY DUTY & RECOVERIES,70.99,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,418,1228,0,9999,REIM/JURY DUTY & RECOVERIES,4613.83,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,420,1228,0,9999,REIM/JURY DUTY & RECOVERIES,31.87,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,422,1228,0,9999,REIM/JURY DUTY & RECOVERIES,2677.39,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,426,1228,0,9999,REIM/JURY DUTY & RECOVERIES,22893.4,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,442,1228,0,9999,REIM/JURY DUTY & RECOVERIES,176,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,444,1228,0,9999,REIM/JURY DUTY & RECOVERIES,4066.95,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,509,1228,0,9999,REIM/JURY DUTY & RECOVERIES,136,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,532,1228,0,9999,REIM/JURY DUTY & RECOVERIES,16.8,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,537,1228,0,9999,REIM/JURY DUTY & RECOVERIES,228.7,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,541,1228,0,9999,REIM/JURY DUTY & RECOVERIES,34.27,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,542,1228,0,9999,REIM/JURY DUTY & RECOVERIES,170.9,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,546,1228,0,9999,REIM/JURY DUTY & RECOVERIES,376,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,578,1228,0,9999,REIM/JURY DUTY & RECOVERIES,50.4,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,580,1228,0,9999,REIM/JURY DUTY & RECOVERIES,224.57,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,586,1228,0,9999,REIM/JURY DUTY & RECOVERIES,129.3,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,1,588,1228,0,9999,REIM/JURY DUTY & RECOVERIES,2354.9,rev IOC 13.08.02,NA,NA,NA,NA,1,1,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,22,440,1228,0,9999,REIM/JURY DUTY & RECOVERIES,97368.81,rev IOC 13.08.02,NA,NA,NA,NA,22,22,0,NA,1,GENERAL PROFESSIONS DEDICATED,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,39,422,1228,0,9999,REIM/JURY DUTY & RECOVERIES,42,rev IOC 13.08.02,NA,NA,NA,NA,39,39,0,NA,1,STATE BOATING ACT,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
2013,40,422,1228,0,9999,REIM/JURY DUTY & RECOVERIES,9035.27,rev IOC 13.08.02,NA,NA,NA,NA,40,40,0,NA,1,STATE PARKS,D,Special State Funds,1,1,REIM/JURY DUTY & RECOVERIES,78,.,NA,NA,NA
