"","fy","fund","agency","source","interfund_trans","from_fund","source_name","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","source_name_AWM","rev_type","rev_type_name","amnesty","local","type_assigned","rev_type_name_COMPTROLLER","covid_dollars","employee_premiums","rev_type_new"
"15394",2013,"0894","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",5266928.07,"rev IOC 13.08.02",NA,NA,NA,NA,"0894","0894","0",NA,"1","DNR FEDERAL PROJECTS","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15395",2013,"0909","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",76725.13,"rev IOC 13.08.02",NA,NA,NA,NA,"0909","0909","0",NA,"1","IL WILDLIFE PRESERVATION","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15396",2013,"0991","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",8758223.64,"rev IOC 13.08.02",NA,NA,NA,NA,"0991","0991","0",NA,"1","ABANDONED MINED LANDS RECLAM","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15397",2014,"0001","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",93969.84,"rev IOC 15.09.28","GENERAL REVENUE","NATURAL RESOURCES",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15398",2014,"0039","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",2310245,"rev IOC 15.09.28","STATE BOATING ACT","NATURAL RESOURCES",NA,NA,"0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15399",2014,"0041","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",14656659.19,"rev IOC 15.09.28","WILDLIFE & FISH","NATURAL RESOURCES",NA,NA,"0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15400",2014,"0257","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",5200000,"rev IOC 15.09.28","AML RECLAMATION SET ASIDE","NATURAL RESOURCES",NA,NA,"0257","0257","0",NA,"1","AML RECLAMATION SET ASIDE","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15401",2014,"0391","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",4272,"rev IOC 15.09.28","IL HABITAT","NATURAL RESOURCES",NA,NA,"0391","0391","0",NA,"1","IL HABITAT","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15402",2014,"0465","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",641000,"rev IOC 15.09.28","LAND & WATER RECREATION","NATURAL RESOURCES",NA,NA,"0465","0465","0",NA,"1","LAND & WATER RECREATION","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15403",2014,"0538","541","0626",0,"9999","INTERIOR, DEPARTMENT OF",1303231.36,"rev IOC 15.09.28","IL HISTORIC SITES","HISTORIC PRESERVATION AGENCY",NA,NA,"0538","0538","0",NA,"1","IL HISTORIC SITES","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15404",2014,"0765","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",3252956.47,"rev IOC 15.09.28","FEDERAL SURFACE MINING CONTROL","NATURAL RESOURCES",NA,NA,"0765","0765","0",NA,"1","FEDERAL SURFACE MINING CONTROL","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15405",2014,"0894","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",5100257.1,"rev IOC 15.09.28","DNR FEDERAL PROJECTS","NATURAL RESOURCES",NA,NA,"0894","0894","0",NA,"1","DNR FEDERAL PROJECTS","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15406",2014,"0909","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",65346.88,"rev IOC 15.09.28","IL WILDLIFE PRESERVATION","NATURAL RESOURCES",NA,NA,"0909","0909","0",NA,"1","IL WILDLIFE PRESERVATION","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15407",2014,"0991","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",12874133.8,"rev IOC 15.09.28","ABANDONED MINED LANDS RECLAM","NATURAL RESOURCES",NA,NA,"0991","0991","0",NA,"1","ABANDONED MINED LANDS RECLAM","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15408",2015,"0039","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",915803.59,"rev ioc 16.01.07","STATE BOATING ACT","NATURAL RESOURCES",NA,NA,"0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15409",2015,"0041","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",14622271.69,"rev ioc 16.01.07","WILDLIFE & FISH","NATURAL RESOURCES",NA,NA,"0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15410",2015,"0101","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",7360893.75,"rev ioc 16.01.07","GENERAL OBLIGATION BR&I","NATURAL RESOURCES",NA,NA,"0101","0101","0",NA,"1","GENERAL OBLIGATION BR&I","F","Debt Service Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15411",2015,"0257","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",4700000,"rev ioc 16.01.07","AML RECLAMATION SET ASIDE","NATURAL RESOURCES",NA,NA,"0257","0257","0",NA,"1","AML RECLAMATION SET ASIDE","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15412",2015,"0391","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",789073.75,"rev ioc 16.01.07","IL HABITAT","NATURAL RESOURCES",NA,NA,"0391","0391","0",NA,"1","IL HABITAT","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15413",2015,"0465","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",2661475,"rev ioc 16.01.07","LAND & WATER RECREATION","NATURAL RESOURCES",NA,NA,"0465","0465","0",NA,"1","LAND & WATER RECREATION","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15414",2015,"0538","541","0626",0,"9999","INTERIOR, DEPARTMENT OF",1036709.28,"rev ioc 16.01.07","IL HISTORIC SITES","HISTORIC PRESERVATION AGENCY",NA,NA,"0538","0538","0",NA,"1","IL HISTORIC SITES","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15415",2015,"0765","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",3726935.58,"rev ioc 16.01.07","FEDERAL SURFACE MINING CONTROL","NATURAL RESOURCES",NA,NA,"0765","0765","0",NA,"1","FEDERAL SURFACE MINING CONTROL","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15416",2015,"0894","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",4495780.48,"rev ioc 16.01.07","DNR FEDERAL PROJECTS","NATURAL RESOURCES",NA,NA,"0894","0894","0",NA,"1","DNR FEDERAL PROJECTS","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15417",2015,"0909","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",165618,"rev ioc 16.01.07","IL WILDLIFE PRESERVATION","NATURAL RESOURCES",NA,NA,"0909","0909","0",NA,"1","IL WILDLIFE PRESERVATION","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15418",2015,"0991","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",14676243.06,"rev ioc 16.01.07","ABANDONED MINED LANDS RECLAM","NATURAL RESOURCES",NA,NA,"0991","0991","0",NA,"1","ABANDONED MINED LANDS RECLAM","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15419",2016,"0039","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",133649,"rev ioc 16.08.04","STATE BOATING ACT","NATURAL RESOURCES",NA,NA,"0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15420",2016,"0041","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",9299576,"rev ioc 16.08.04","WILDLIFE & FISH","NATURAL RESOURCES",NA,NA,"0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15421",2016,"0257","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",4700000,"rev ioc 16.08.04","AML RECLAMATION SET ASIDE","NATURAL RESOURCES",NA,NA,"0257","0257","0",NA,"1","AML RECLAMATION SET ASIDE","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15422",2016,"0538","541","0626",0,"9999","INTERIOR, DEPARTMENT OF",1108917.01,"rev ioc 16.08.04","IL HISTORIC SITES","HISTORIC PRESERVATION AGENCY",NA,NA,"0538","0538","0",NA,"1","IL HISTORIC SITES","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15423",2016,"0765","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",3073770.5,"rev ioc 16.08.04","FEDERAL SURFACE MINING CONTROL","NATURAL RESOURCES",NA,NA,"0765","0765","0",NA,"1","FEDERAL SURFACE MINING CONTROL","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15424",2016,"0894","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",4578476.14,"rev ioc 16.08.04","DNR FEDERAL PROJECTS","NATURAL RESOURCES",NA,NA,"0894","0894","0",NA,"1","DNR FEDERAL PROJECTS","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15425",2016,"0909","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",56015.81,"rev ioc 16.08.04","IL WILDLIFE PRESERVATION","NATURAL RESOURCES",NA,NA,"0909","0909","0",NA,"1","IL WILDLIFE PRESERVATION","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15426",2016,"0991","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",6224311.77,"rev ioc 16.08.04","ABANDONED MINED LANDS RECLAM","NATURAL RESOURCES",NA,NA,"0991","0991","0",NA,"1","ABANDONED MINED LANDS RECLAM","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15427",2017,"0041","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",11912650,"rev ioc 17.11.29","WILDLIFE & FISH","NATURAL RESOURCES",NA,NA,"0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15428",2017,"0465","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",1660024.5,"rev ioc 17.11.29","LAND & WATER RECREATION","NATURAL RESOURCES",NA,NA,"0465","0465","0",NA,"1","LAND & WATER RECREATION","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15429",2017,"0538","541","0626",0,"9999","INTERIOR, DEPARTMENT OF",578911.63,"rev ioc 17.11.29","IL HISTORIC SITES","HISTORIC PRESERVATION AGENCY",NA,NA,"0538","0538","0",NA,"1","IL HISTORIC SITES","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15430",2017,"0608","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",23651.83,"rev ioc 17.11.29","PARTNERS FOR CONSERVATION","NATURAL RESOURCES",NA,NA,"0608","0608","0",NA,"1","PARTNERS FOR CONSERVATION","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15431",2017,"0765","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",3281420.25,"rev ioc 17.11.29","FEDERAL SURFACE MINING CONTROL","NATURAL RESOURCES",NA,NA,"0765","0765","0",NA,"1","FEDERAL SURFACE MINING CONTROL","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15432",2017,"0894","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",6782634.96,"rev ioc 17.11.29","DNR FEDERAL PROJECTS","NATURAL RESOURCES",NA,NA,"0894","0894","0",NA,"1","DNR FEDERAL PROJECTS","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15433",2017,"0991","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",8392298.55,"rev ioc 17.11.29","ABANDONED MINED LANDS RECLAM","NATURAL RESOURCES",NA,NA,"0991","0991","0",NA,"1","ABANDONED MINED LANDS RECLAM","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15434",2018,"0041","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",24194483,NA,"WILDLIFE & FISH","NATURAL RESOURCES",NA,NA,"0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15435",2018,"0257","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",8e+06,NA,"AML RECLAMATION SET ASIDE","NATURAL RESOURCES",NA,NA,"0257","0257","0",NA,"1","AML RECLAMATION SET ASIDE","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15436",2018,"0465","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",942724.47,NA,"LAND & WATER RECREATION","NATURAL RESOURCES",NA,NA,"0465","0465","0",NA,"1","LAND & WATER RECREATION","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15437",2018,"0538","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",1143967,NA,"IL HISTORIC SITES","NATURAL RESOURCES",NA,NA,"0538","0538","0",NA,"1","IL HISTORIC SITES","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15438",2018,"0765","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",3043121.11,NA,"FEDERAL SURFACE MINING CONTROL","NATURAL RESOURCES",NA,NA,"0765","0765","0",NA,"1","FEDERAL SURFACE MINING CONTROL","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15439",2018,"0894","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",5931377.07,NA,"DNR FEDERAL PROJECTS","NATURAL RESOURCES",NA,NA,"0894","0894","0",NA,"1","DNR FEDERAL PROJECTS","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15440",2018,"0991","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",16879411.46,NA,"ABANDONED MINED LANDS RECLAM","NATURAL RESOURCES",NA,NA,"0991","0991","0",NA,"1","ABANDONED MINED LANDS RECLAM","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15441",2019,"0039","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",315972,"rev ioc 12.11.2019","STATE BOATING ACT","NATURAL RESOURCES",NA,NA,"0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15442",2019,"0041","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",16956457.41,"rev ioc 12.11.2019","WILDLIFE & FISH","NATURAL RESOURCES",NA,NA,"0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15443",2019,"0257","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",5700000,"rev ioc 12.11.2019","AML RECLAMATION SET ASIDE","NATURAL RESOURCES",NA,NA,"0257","0257","0",NA,"1","AML RECLAMATION SET ASIDE","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15444",2019,"0465","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",650000,"rev ioc 12.11.2019","LAND & WATER RECREATION","NATURAL RESOURCES",NA,NA,"0465","0465","0",NA,"1","LAND & WATER RECREATION","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15445",2019,"0765","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",3143694.48,"rev ioc 12.11.2019","FEDERAL SURFACE MINING CONTROL","NATURAL RESOURCES",NA,NA,"0765","0765","0",NA,"1","FEDERAL SURFACE MINING CONTROL","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15446",2019,"0894","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",4262895,"rev ioc 12.11.2019","DNR FEDERAL PROJECTS","NATURAL RESOURCES",NA,NA,"0894","0894","0",NA,"1","DNR FEDERAL PROJECTS","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15447",2019,"0909","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",76238,"rev ioc 12.11.2019","IL WILDLIFE PRESERVATION","NATURAL RESOURCES",NA,NA,"0909","0909","0",NA,"1","IL WILDLIFE PRESERVATION","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15448",2019,"0991","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",12609883.41,"rev ioc 12.11.2019","ABANDONED MINED LANDS RECLAM","NATURAL RESOURCES",NA,NA,"0991","0991","0",NA,"1","ABANDONED MINED LANDS RECLAM","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15449",2020,"0039","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",432263,"rev ioc 03.11.2020","STATE BOATING ACT","NATURAL RESOURCES",NA,NA,"0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15450",2020,"0041","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",14571649,"rev ioc 03.11.2020","WILDLIFE & FISH","NATURAL RESOURCES",NA,NA,"0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15451",2020,"0257","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",5600000,"rev ioc 03.11.2020","AML RECLAMATION SET ASIDE","NATURAL RESOURCES",NA,NA,"0257","0257","0",NA,"1","AML RECLAMATION SET ASIDE","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15452",2020,"0465","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",2281000,"rev ioc 03.11.2020","LAND & WATER RECREATION","NATURAL RESOURCES",NA,NA,"0465","0465","0",NA,"1","LAND & WATER RECREATION","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15453",2020,"0538","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",684550.25,"rev ioc 03.11.2020","IL HISTORIC SITES","NATURAL RESOURCES",NA,NA,"0538","0538","0",NA,"1","IL HISTORIC SITES","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15454",2020,"0765","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",2900160.33,"rev ioc 03.11.2020","FEDERAL SURFACE MINING CONTROL","NATURAL RESOURCES",NA,NA,"0765","0765","0",NA,"1","FEDERAL SURFACE MINING CONTROL","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15455",2020,"0831","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",33328.23,"rev ioc 03.11.2020","NATURAL RESOURCES RESTORATION","NATURAL RESOURCES",NA,NA,"0831","0831","0",NA,"1","NATURAL RESOURCES RESTORATION","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15456",2020,"0894","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",3156309.55,"rev ioc 03.11.2020","DNR FEDERAL PROJECTS","NATURAL RESOURCES",NA,NA,"0894","0894","0",NA,"1","DNR FEDERAL PROJECTS","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15457",2020,"0991","422","0626",0,"9999","INTERIOR, DEPARTMENT OF",7223794.22,"rev ioc 03.11.2020","ABANDONED MINED LANDS RECLAM","NATURAL RESOURCES",NA,NA,"0991","0991","0",NA,"1","ABANDONED MINED LANDS RECLAM","G","Federal Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15458",2021,"0001","422","0626",NA,NA,"INTERIOR, DEPARTMENT OF",40718.72,NA,"GENERAL REVENUE","NATURAL RESOURCES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15459",2021,"0039","422","0626",NA,NA,"INTERIOR, DEPARTMENT OF",628350,NA,"STATE BOATING ACT","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15460",2021,"0040","422","0626",NA,NA,"INTERIOR, DEPARTMENT OF",20063.91,NA,"STATE PARKS","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0040","0040","0",NA,"1","STATE PARKS","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15461",2021,"0041","422","0626",NA,NA,"INTERIOR, DEPARTMENT OF",23898701.45,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15462",2021,"0257","422","0626",NA,NA,"INTERIOR, DEPARTMENT OF",3500000,NA,"AML RECLAMATION SET ASIDE","NATURAL RESOURCES","I","STATE TRUST FUNDS","0257","0257","0",NA,"1","AML RECLAMATION SET ASIDE","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15463",2021,"0298","422","0626",NA,NA,"INTERIOR, DEPARTMENT OF",28520.4,NA,"NATURAL AREAS ACQUISITION","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0298","0298","0",NA,"1","NATURAL AREAS ACQUISITION","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15464",2021,"0465","422","0626",NA,NA,"INTERIOR, DEPARTMENT OF",1852192,NA,"LAND & WATER RECREATION","NATURAL RESOURCES","I","STATE TRUST FUNDS","0465","0465","0",NA,"1","LAND & WATER RECREATION","I","State Trust Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"15465",2021,"0538","422","0626",NA,NA,"INTERIOR, DEPARTMENT OF",571341.75,NA,"IL HISTORIC SITES","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0538","0538","0",NA,"1","IL HISTORIC SITES","D","Special State Funds","1","1","INTERIOR, DEPARTMENT OF","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
